,lon,lat,wind_cf
232,-82.39444,28.16562,0.158766068
233,-82.16141,41.389362,0.349382826
234,-81.96006,33.54824,0.225053741
235,-81.73375,26.173378,0.16049798
236,-81.681305,30.321478,0.163858356
237,-81.681305,30.321478,0.163858356
238,-81.58617,41.252834,0.301570158
239,-81.446175,41.594883,0.339415134
240,-80.86104,35.80975,0.214536976
241,-80.83782,41.109917,0.299951435
242,-80.70733,28.19046,0.191834501
243,-80.16858,26.08194,0.154262065
244,-80.16858,26.08194,0.154262065
245,-79.84392,34.193092,0.273012374
246,-79.60218,40.2194,0.282510092
247,-79.60218,40.2194,0.282510092
248,-79.54161,37.649723,0.173944956
249,-79.54161,37.649723,0.173944956
250,-79.53533,37.65373,0.187011492
251,-79.53016,37.657024,0.187011492
252,-78.91361,42.70615,0.37374617
253,-78.51803,35.38968,0.288348105
254,-78.24367,39.985294,0.312892188
255,-78.24367,39.985294,0.312892188
256,-77.17415,38.791748,0.270736351
257,-77.17415,38.791748,0.270736351
258,-77.132286,40.230156,0.246283906
259,-77.130844,40.227894,0.246283906
260,-77.130844,40.227894,0.246283906
261,-76.93966,39.02243,0.252641675
262,-76.67911,39.250183,0.24649038
263,-76.67911,39.250183,0.24649038
264,-76.52624,40.424263,0.224958554
265,-76.163795,43.09295,0.302448431
266,-76.01384,41.045242,0.304992239
267,-75.10209,39.874496,0.272792929
268,-75.10209,39.874496,0.272792929
269,-74.64498,40.642536,0.242138391
270,-74.64498,40.642536,0.242138391
271,-74.41677,40.864075,0.26466378
272,-74.41677,40.864075,0.26466378
273,-74.33666,40.528244,0.279381283
274,-74.33666,40.528244,0.279381283
275,-74.15622,41.11798,0.267820208
276,-73.84496,42.700447,0.335064145
277,-73.670074,40.987305,0.2860599
278,-73.670074,40.987305,0.2860599
279,-72.05736,42.130234,0.312295889
280,-71.56408,42.26703,0.318570822
281,-70.89149,42.86564,0.328802118
282,-70.32676,43.67716,0.307709984
