,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
173,Lost Pines 1 Power Project,55154_G_ST,55154,G,ST,,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,172.0,7193.0,2001.0,9999.0,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,3.6509190329230177,117.0,POINT (-97.2714 30.1478),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,54.696,17559.448643841708,68.8,0.0,13170.0,3.5999999999999996,29.861060603815268,1,0.0,1,1,0,False,False,False,55154+ST,,,,,,,,,,,,
174,Bastrop Energy Center,55168_G_0001,55168,G,0001,4046.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,149.0,7706.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,3.6509190329230177,117.0,POINT (-97.55 30.1458),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,31.733982067704773,1,0.0,1,1,0,False,False,False,55168+0001,,,,,,,,,,,,
175,Bastrop Energy Center,55168_G_0002,55168,G,0002,4047.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,149.0,7706.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,3.6509190329230177,117.0,POINT (-97.55 30.1458),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,31.733982067704773,1,0.0,1,1,0,False,False,False,55168+0002,,,,,,,,,,,,
176,Bastrop Energy Center,55168_G_0003,55168,G,0003,,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,227.0,7706.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,3.6509190329230177,117.0,POINT (-97.55 30.1458),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,72.186,23174.388617163182,90.80000000000001,0.0,13170.0,3.5999999999999996,31.733982067704773,1,0.0,1,1,0,False,False,False,55168+0003,,,,,,,,,,,,
180,Central Utility Plant - Texas A&M,58151_G_GTG01,58151,G,GTG01,,Combined Cycle,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,32.4,7780.0,2011.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,,0.03057,0.03057,0.03057,0.03057,,,,,,,,,,,,Natural Gas,58151.0,30.617778,-96.343333,,,,,,,,3.6509190329230177,117.0,POINT (-96.343333 30.617778),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,20.703599999999998,3307.7100933748334,12.96,0.0,13170.0,3.5999999999999996,32.00415007614108,1,0.0,1,1,0,False,False,False,58151+GTG01,,,,,,,,,,,,
181,Central Utility Plant - Texas A&M,58151_G_STG02,58151,G,STG02,,Combined Cycle,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,11.0,7780.0,2011.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,FR + LNB,SCR,,,,,,,,,0.03057,0.03057,0.03057,0.03057,,,,,,,,,,,,Natural Gas,58151.0,30.617778,-96.343333,,,,,,,,3.6509190329230177,117.0,POINT (-96.343333 30.617778),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,7.029,1122.9879946642952,4.4,0.0,13170.0,3.5999999999999996,32.00415007614108,1,0.0,1,1,0,False,False,False,58151+STG02,,,,,,,,,,,,
189,Sand Hill,7900_G_5A,7900,G,5A,10015.0,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,161.0,7749.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.0099,0.0099,0.0099,0.0099,,,,,,,,,,,,Natural Gas,7900.0,30.2098,-97.6129,,,,,,,,3.6509190329230177,117.0,POINT (-97.6129 30.2098),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.198,16436.46064917741,64.4,0.0,13170.0,3.5999999999999996,31.890971586120465,1,0.0,1,1,0,False,False,False,7900+5A,,,,,,,,,,,,
190,Sand Hill,7900_G_5C,7900,G,5C,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,151.0,7749.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.0099,0.0099,0.0099,0.0099,,,,,,,,,,,,Natural Gas,7900.0,30.2098,-97.6129,,,,,,,,3.6509190329230177,117.0,POINT (-97.6129 30.2098),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,48.018,15415.562472209871,60.400000000000006,0.0,13170.0,3.5999999999999996,31.890971586120465,1,0.0,1,1,0,False,False,False,7900+5C,,,,,,,,,,,,
215,Houston Chemical Complex Battleground,50043_G_GT3,50043,G,GT3,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.0,8951.0,2005.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,3.6509190329230177,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.091,7044.197421076034,27.6,0.0,13170.0,3.5999999999999996,36.27937626369393,1,0.0,1,1,0,False,False,False,50043+GT3,,,,,,,,,,,,
223,Optim Energy Altura Cogen LLC,50815_G_GEN7,50815,G,GEN7,10092.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,68.9,11234.0,1995.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,3.6509190329230177,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.027100000000004,7033.988439306359,27.560000000000002,0.0,13170.0,3.5999999999999996,44.61442441585719,1,0.0,1,1,0,False,False,False,50815+GEN7,,,,,,,,,,,,
237,Pasadena Cogeneration,55047_G_CTG1,55047,G,CTG1,3831.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,155.0,6694.0,1998.0,9999.0,,,Y,Natural Gas,,,,,SCR,1998.0,,,,,,,,0.01493,0.01493,0.01493,0.01493,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,3.6509190329230177,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,28.039252006386683,1,0.0,1,1,0,False,False,False,55047+CTG1,,,,,,,,,,,,
238,Pasadena Cogeneration,55047_G_CTG2,55047,G,CTG2,3832.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,6694.0,2000.0,9999.0,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,3.6509190329230177,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,28.039252006386683,1,0.0,1,1,0,False,False,False,55047+CTG2,,,,,,,,,,,,
239,Pasadena Cogeneration,55047_G_CTG3,55047,G,CTG3,3833.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,6694.0,2000.0,9999.0,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,3.6509190329230177,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,28.039252006386683,1,0.0,1,1,0,False,False,False,55047+CTG3,,,,,,,,,,,,
240,Pasadena Cogeneration,55047_G_STG1,55047,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,60.0,6694.0,1998.0,9999.0,,,Y,Natural Gas,,,,,SCR,1998.0,,,,,,,,0.01493,0.01493,0.01493,0.01493,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,3.6509190329230177,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,38.34,6125.3890618052465,24.0,0.0,13170.0,3.5999999999999996,28.039252006386683,1,0.0,1,1,0,False,False,False,55047+STG1,,,,,,,,,,,,
241,Pasadena Cogeneration,55047_G_STG2,55047,G,STG2,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,6694.0,2000.0,9999.0,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,3.6509190329230177,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,28.039252006386683,1,0.0,1,1,0,False,False,False,55047+STG2,,,,,,,,,,,,
242,Channelview Cogeneration Plant,55187_G_GT1,55187,G,GT1,4077.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.0,5500.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,3.6509190329230177,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,23.680054681076598,1,0.0,1,1,0,False,False,False,55187+GT1,,,,,,,,,,,,
243,Channelview Cogeneration Plant,55187_G_GT2,55187,G,GT2,4078.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,5500.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,3.6509190329230177,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,23.680054681076598,1,0.0,1,1,0,False,False,False,55187+GT2,,,,,,,,,,,,
244,Channelview Cogeneration Plant,55187_G_GT3,55187,G,GT3,4079.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,5500.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,3.6509190329230177,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,23.680054681076598,1,0.0,1,1,0,False,False,False,55187+GT3,,,,,,,,,,,,
245,Channelview Cogeneration Plant,55187_G_GT4,55187,G,GT4,4080.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,167.0,5500.0,2001.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,3.6509190329230177,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.106,17048.999555357936,66.8,0.0,13170.0,3.5999999999999996,23.680054681076598,1,0.0,1,1,0,False,False,False,55187+GT4,,,,,,,,,,,,
246,Channelview Cogeneration Plant,55187_G_ST1,55187,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,144.0,5500.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,2002.0,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,3.6509190329230177,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,45.792,14700.933748332593,57.6,0.0,13170.0,3.5999999999999996,23.680054681076598,1,0.0,1,1,0,False,False,False,55187+ST1,,,,,,,,,,,,
247,Channel Energy Center LLC,55299_G_CTG1,55299,G,CTG1,4477.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,185.0,6052.0,2001.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,3.6509190329230177,117.0,POINT (-95.2319 29.7189),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.83,18886.61627389951,74.0,0.0,13170.0,3.5999999999999996,25.695361987250102,1,0.0,1,1,0,False,False,False,55299+CTG1,,,,,,,,,,,,
248,Channel Energy Center LLC,55299_G_CTG2,55299,G,CTG2,4478.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,185.0,6052.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,3.6509190329230177,117.0,POINT (-95.2319 29.7189),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.83,18886.61627389951,74.0,0.0,13170.0,3.5999999999999996,25.695361987250102,1,0.0,1,1,0,False,False,False,55299+CTG2,,,,,,,,,,,,
249,Channel Energy Center LLC,55299_G_CTG3,55299,G,CTG3,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,183.0,6052.0,2014.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,3.6509190329230177,117.0,POINT (-95.2319 29.7189),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.194,18682.436638506002,73.2,0.0,13170.0,3.5999999999999996,25.695361987250102,1,0.0,1,1,0,False,False,False,55299+CTG3,,,,,,,,,,,,
250,Channel Energy Center LLC,55299_G_ST-1,55299,G,ST-1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,215.0,6052.0,2002.0,9999.0,,,Y,Natural Gas,,,,NH3,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,3.6509190329230177,117.0,POINT (-95.2319 29.7189),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,25.695361987250102,1,0.0,1,1,0,False,False,False,55299+ST-1,,,,,,,,,,,,
251,Brazos Valley Generating Facility,55357_G_CTG1,55357,G,CTG1,4543.0,Combined Cycle,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,166.0,7093.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,3.6509190329230177,117.0,POINT (-95.62439999999999 29.4731),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.788000000000004,16946.909737661183,66.4,0.0,13170.0,3.5999999999999996,29.495968700522965,1,0.0,1,1,0,False,False,False,55357+CTG1,,,,,,,,,,,,
252,Brazos Valley Generating Facility,55357_G_CTG2,55357,G,CTG2,4544.0,Combined Cycle,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,166.0,7093.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,3.6509190329230177,117.0,POINT (-95.62439999999999 29.4731),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.788000000000004,16946.909737661183,66.4,0.0,13170.0,3.5999999999999996,29.495968700522965,1,0.0,1,1,0,False,False,False,55357+CTG2,,,,,,,,,,,,
253,Brazos Valley Generating Facility,55357_G_STG1,55357,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,193.0,7093.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,3.6509190329230177,117.0,POINT (-95.62439999999999 29.4731),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,61.374,19703.334815473543,77.2,0.0,13170.0,3.5999999999999996,29.495968700522965,1,0.0,1,1,0,False,False,False,55357+STG1,,,,,,,,,,,,
254,Deer Park Energy Center,55464_G_CTG1,55464,G,CTG1,4821.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.8,5703.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,3.6509190329230177,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,24.421191244759967,1,0.0,1,1,0,False,False,False,55464+CTG1,,,,,,,,,,,,
255,Deer Park Energy Center,55464_G_CTG2,55464,G,CTG2,4822.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.8,5703.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,3.6509190329230177,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,24.421191244759967,1,0.0,1,1,0,False,False,False,55464+CTG2,,,,,,,,,,,,
256,Deer Park Energy Center,55464_G_CTG3,55464,G,CTG3,4823.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.8,5703.0,2004.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,3.6509190329230177,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,24.421191244759967,1,0.0,1,1,0,False,False,False,55464+CTG3,,,,,,,,,,,,
257,Deer Park Energy Center,55464_G_CTG4,55464,G,CTG4,4824.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.8,5703.0,2004.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,3.6509190329230177,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,24.421191244759967,1,0.0,1,1,0,False,False,False,55464+CTG4,,,,,,,,,,,,
258,Deer Park Energy Center,55464_G_CTG6,55464,G,CTG6,90258.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,154.8,5703.0,2014.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,3.6509190329230177,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,49.226400000000005,15803.503779457538,61.92000000000001,0.0,13170.0,3.5999999999999996,24.421191244759967,1,0.0,1,1,0,False,False,False,55464+CTG6,,,,,,,,,,,,
259,Deer Park Energy Center,55464_G_STG1,55464,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,282.0,5703.0,2004.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,3.6509190329230177,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,89.676,28789.32859048466,112.80000000000001,0.0,13170.0,3.5999999999999996,24.421191244759967,1,0.0,1,1,0,False,False,False,55464+STG1,,,,,,,,,,,,
260,Green Power 2,55470_G_ST1,55470,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,110.0,7590.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,3.6509190329230177,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,34.980000000000004,11229.879946642952,44.0,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,55470+ST1,,,,,,,,,,,,
261,Green Power 2,55470_G_ST805,55470,G,ST805,,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,241.5,7590.0,2009.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,3.6509190329230177,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,76.797,24654.69097376612,96.60000000000001,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,55470+ST805,,,,,,,,,,,,
262,Green Power 2,55470_G_TR1,55470,G,TR1,4843.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,158.0,7590.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,3.6509190329230177,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.244,16130.19119608715,63.2,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,55470+TR1,,,,,,,,,,,,
263,Green Power 2,55470_G_TR2,55470,G,TR2,4844.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,158.0,7590.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,3.6509190329230177,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.244,16130.19119608715,63.2,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,55470+TR2,,,,,,,,,,,,
264,Green Power 2,55470_G_TR3,55470,G,TR3,4845.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,158.0,7590.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,3.6509190329230177,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.244,16130.19119608715,63.2,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,55470+TR3,,,,,,,,,,,,
