GAMS Symbol,57197+1,58009+1,58009+2,58027+1,58068+1,58537+1,58716+1,59204+OCIA3,59205+OCIA5,60472+CPS1,57699+AES1,58013+PV,61205+PV1,60427+CSS1,60774+GEN1,59207+OCIA7,60372+LSPV1,60581+UCTX,58488+1,58710+BRLA,58717+1,59206+OCIA6,59994+ROSEK,60044+BKTH1,60436+1,60682+PEARL,60989+PV1
2050-01-01 09:00:00,6.963433563709259,2.91922435760498,2.606450319290161,5.194482654333115,5.194482654333115,20.606942582130433,2.2695635318756104,2.836954414844513,49.36341643333435,0.5158098936080933,15.573329329490662,0.6619937539100648,0.735972449183464,0.817471981048584,7.608637052774429,37.90152966976166,34.89202857017517,62.92889267206192,3.9928337931632996,12.181941193342208,19.87264666557312,44.050224870443344,63.53164695203304,86.25778383016586,49.71382521092892,20.976297557353973,19.85941380262375
2050-01-01 10:00:00,9.272692412137985,3.897638940811157,3.4800347685813904,6.871323502063752,6.871323502063752,27.725321447849275,3.0222108602523807,3.7777635753154755,67.1510100364685,0.6868661046028137,20.61971604824066,0.896319591999054,1.0127894282341003,1.272818684577942,10.551270031929016,61.9879424571991,58.579856157302856,94.44054365158081,5.961798429489136,18.157661581039427,26.716001272201538,66.10838055610657,94.69641387462616,125.71552622318268,74.60802948474884,31.480181217193604,29.74342107772827
2050-01-01 11:00:00,10.660513490438461,4.480220699310302,4.000197052955627,7.872440367937088,7.872440367937088,32.00178668498993,3.4745377302169804,4.343172162771225,77.94886827468872,0.7896676659584045,23.617313504219055,1.0138724207878114,1.1849592626094818,1.5067509412765503,12.171908009052277,75.36515593528748,71.39803767204285,111.71369254589081,7.143948078155518,21.89408448934555,31.234683823585513,78.19958478212357,114.18272539973259,149.9923700094223,88.25381711125374,37.237897515296936,35.75272858142853
2050-01-01 12:00:00,10.96012482047081,4.603315639495849,4.110103249549866,8.072225189208984,8.072225189208984,33.06114234924317,3.5721888303756715,4.465236037969589,81.05014562606812,0.8118610978126526,24.34593915939331,1.0485856235027313,1.2395701110363007,1.5714476108551025,12.613183879852295,80.26324510574341,76.05665922164917,118.75951588153839,7.455205917358398,23.155147314071655,32.625452756881714,83.13166111707687,120.75946033000946,158.88898468017578,93.82001754641533,39.58650529384613,37.814441323280334
2050-01-01 13:00:00,10.53977546095848,4.409222745895385,3.93680602312088,7.7215087652206424,7.7215087652206424,31.984220677614214,3.435186076164246,4.293982595205307,78.50991487503052,0.7807241082191467,23.373951315879822,1.0090805292129517,1.21004256606102,1.531237006187439,12.221352231502534,79.11220192909241,75.35839676856995,116.18781387805939,7.3968929052352905,22.51967383623123,31.801586508750916,81.33146971464157,117.44531884789467,155.5656055212021,91.78837296366692,38.72927129268646,36.73885464668274
2050-01-01 14:00:00,9.40367379784584,3.9262817859649655,3.5056087374687195,6.858262538909912,6.858262538909912,28.650723266601563,3.064901089668274,3.8311263620853424,70.60786485671997,0.6965684294700623,20.87371051311493,0.9035281181335449,1.0920994877815247,1.3985192775726318,11.00705533027649,72.48798608779907,69.74257230758667,106.54149055480957,6.7563265562057495,20.66244364976883,28.779503631591798,74.5790433883667,107.75943294167519,141.78195893764496,84.16777753829956,35.51383018493652,33.679598569869995
2050-01-01 15:00:00,7.541350364685059,3.151653242111206,2.8139761090278625,5.454499322175979,5.454499322175979,23.133364313840868,2.457921600341797,3.072402000427246,57.37993121147156,0.5586185455322266,16.79300308227539,0.730694580078125,0.8938466012477875,1.1126437187194824,8.972136342525483,59.25400257110596,58.6371123790741,89.58156108856201,5.642490386962891,17.441610205173493,23.721716165542603,62.70709276199341,90.96203997731209,118.92545413970947,70.76943325996399,29.860520362854004,28.39304506778717
2050-01-01 16:00:00,4.771412864327431,1.916676878929138,1.7113186419010162,3.2637095153331757,3.2637095153331757,14.911297509074211,1.5551271557807924,1.9439089447259903,37.52388060092926,0.35343798995018005,10.601778030395508,0.4701645910739899,0.5887630730867386,0.6683786511421204,5.8135293364524845,39.11699652671814,40.957093238830566,64.33885395526886,4.021721184253693,12.6714135825634,15.915088677406311,45.0371977686882,66.08435891568661,85.12226033210754,50.8276946246624,21.446284651756287,20.654001832008362
2050-01-01 17:00:00,0.6793474014848471,0.36496550440788267,0.3258620575070381,0.5722126476466656,0.5722126476466656,2.645011992007494,0.22141693085432054,0.27677116356790066,9.064403921365738,0.0503220297396183,0.9450026974081993,0.042846287414431576,0.12024736404418945,0.0,0.5837733745574951,4.488050192594528,9.875736385583878,18.66069920361042,1.5408244729042053,3.952053028345108,3.7904232144355774,13.062489442527294,20.610872581601143,24.832803189754486,14.741952370852232,6.22023306787014,7.3102883994579315
2050-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 08:00:00,3.283144533634186,1.3521772265434264,1.2073010951280594,2.5014219850301744,2.5014219850301744,9.399294963479043,1.0700619220733643,1.3375774025917053,20.84544748067856,0.24319589138031006,7.452509254217148,0.2993465229868889,0.31038422137498856,0.16275382041931152,3.4111024379730224,7.675859332084656,8.872821927070618,18.16350147128105,0.9934355318546295,2.576666575670242,7.735908633470536,12.714451029896736,13.437913432717323,24.311751157045364,14.34916616231203,6.054500490427017,4.5551639050245285
2050-01-02 09:00:00,6.876474469900131,2.864471101760864,2.5575634837150574,5.072743785381317,5.072743785381317,20.455117064714432,2.241221308708191,2.8015266358852386,48.884665966033936,0.5093684792518616,15.370482802391052,0.6551079571247101,0.7325649261474609,0.829413115978241,7.5786126255989075,37.81706392765045,32.92783200740814,62.777066230773926,3.9860284328460693,11.970524114370345,19.781075942516328,43.94394636154175,62.429057881236076,87.32060295343399,49.5938823223114,20.92568874359131,19.660484790802002
2050-01-02 10:00:00,9.095086455345154,3.799993848800659,3.3928516507148743,6.711335849761963,6.711335849761963,27.31539618968964,2.9643244743347172,3.705405592918396,66.51418209075928,0.6737101078033447,20.29950499534607,0.8831746280193329,1.0087546706199646,1.2845726013183594,10.432728183269502,61.94499731063843,57.53716826438904,94.78276669979095,5.953225493431091,18.305397927761078,26.611593818664552,66.34793668985367,95.46689316630363,127.86317384243011,74.87838569283485,31.594255566596985,29.43440079689026
2050-01-02 11:00:00,10.44420325756073,4.361918258666992,3.8945698738098145,7.68307233452797,7.68307233452797,31.535636132955553,3.404036617279053,4.255045771598816,77.3749828338623,0.7736446857452393,23.36661994457245,1.008447390794754,1.1844677925109863,1.515293836593628,12.059741973876953,75.41418075561523,70.77078819274902,113.66668939590454,7.119030952453613,21.86334125995636,31.308963847160342,79.56668257713318,114.02239233255386,153.23293709754944,89.79668462276459,37.888896465301514,35.545414686203
2050-01-02 12:00:00,10.855695694684982,4.515690803527832,4.031866788864136,7.9321676909923555,7.9321676909923555,32.76566662788392,3.5381526708602906,4.422690838575363,80.74928522109985,0.8041256070137024,24.299116730690002,1.0466430485248566,1.2424223721027374,1.605601191520691,12.599370229244233,80.63297867774963,75.30400156974792,121.24865055084229,7.455631494522095,23.27812203168869,32.9115051984787,84.8740553855896,121.40080198645592,163.24029064178467,95.7864339351654,40.41621685028076,38.059839606285095
2050-01-02 13:00:00,10.47188526391983,4.358973598480224,3.891940712928772,7.631021440029144,7.631021440029144,31.791528296470645,3.4130589008331302,4.266323626041412,78.36251854896545,0.7756952047348022,23.439005613327026,1.0121564149856568,1.2131153047084808,1.5765687227249146,12.248976778984071,79.5995831489563,74.87384676933289,120.14089822769165,7.358714938163757,22.888387382030487,32.20189847946167,84.09862875938416,119.36824545264244,160.37678456306458,94.9113095998764,40.04696607589722,37.41123974323273
2050-01-02 14:00:00,9.366378486156464,3.9036424160003658,3.4853950142860413,6.809078282117844,6.809078282117844,28.525577896833422,3.052745580673218,3.815931975841522,70.54234743118286,0.6938058137893677,20.97185790538788,0.9089666306972504,1.0948378443717957,1.443191647529602,11.05681164264679,73.02350997924805,69.12559270858765,110.67670583724976,6.737412214279175,21.02061424255371,29.16942300796509,77.47369408607483,109.62737560272217,146.5901038646698,87.43459761142731,36.89223527908325,34.37742292881012
2050-01-02 15:00:00,7.5166222751140594,3.1366932868957518,2.8006190061569214,5.4364409208297735,5.4364409208297735,23.01516917347908,2.44986207485199,3.062327593564987,57.23599195480347,0.556786835193634,16.857957243919373,0.734970647096634,0.8923794329166412,1.147879958152771,9.00792020559311,59.7495973110199,58.39676260948181,93.29807460308075,5.6754231452941895,17.8707301735878,23.986065244674684,65.30865222215652,93.20000007748604,122.82021009922028,73.70547893643379,31.099358201026917,29.179513454437256
2050-01-02 16:00:00,4.7666130512952805,1.9141920089721678,1.7091000080108643,3.258358320593834,3.258358320593834,14.861277690529825,1.5535627722740175,1.9419534653425217,37.443482875823975,0.35308244824409485,10.552397668361664,0.47292305529117584,0.5883150547742844,0.6976439952850342,5.84662693142891,39.56890106201172,40.876081585884094,66.27131849527359,4.09935861825943,13.0421521961689,16.07522385120392,46.38992294669151,68.01784671843052,87.8057302236557,52.354341611266136,22.09043949842453,21.2999626994133
2050-01-02 17:00:00,0.7866243291646242,0.39078038930892944,0.3489110618829727,0.5535896446555854,0.5535896446555854,2.8348578721284867,0.2563812628388405,0.3204765785485506,8.889290690422058,0.0582684688270092,1.1511582881212234,0.03807500954717398,0.12615593522787094,0.0,0.5305657722055912,4.1328005492687225,10.517603904008865,19.77352201938629,1.6230489313602448,4.185116732120513,3.9865438967943194,13.841465413570404,21.826353818178177,26.9318026304245,15.62108239531517,6.591174006462097,7.827447354793549
2050-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 08:00:00,3.284932091832161,1.344201076030731,1.2001795321702957,2.5150066494941714,2.5150066494941714,9.36405135691166,1.0706445336341859,1.3383056670427322,20.665861666202545,0.2433283030986786,7.406391799449921,0.314669406414032,0.3080712631344795,0.17667080461978912,3.3183699667453768,8.134493976831436,9.69247967004776,15.473687276244164,0.9851811826229095,2.793046645820141,7.4215196728706365,10.831581093370914,14.56638565286994,22.41659426689148,12.22421294823289,5.1578957587480545,4.599546641111374
2050-01-03 09:00:00,6.844712823629379,2.862514781951904,2.5558167695999146,5.115341502428055,5.115341502428055,20.389978981018068,2.2308693647384645,2.7885867059230804,48.76438081264496,0.5070157647132874,15.269951820373535,0.6572308421134949,0.753982812166214,0.8693746328353882,7.552882647514344,40.96946716308594,32.93757140636444,62.49312311410904,3.9309707283973694,11.94729163646698,19.486718630790712,43.74518617987633,62.30789512395859,86.12495702505112,49.36956726014614,20.831041038036346,19.585755467414856
2050-01-03 10:00:00,9.011483609676361,3.77172417640686,3.3676108717918396,6.634521996974946,6.634521996974946,27.28351004123688,2.9370761394500735,3.6713451743125916,66.26337170600891,0.6675173044204712,20.16013741493225,0.8858358085155488,0.9943049848079681,1.3111709356307983,10.344793176651,61.149024963378906,57.842856645584106,91.90553426742554,5.721405744552612,17.808374285697937,25.97057161331177,64.33387398719788,92.87479966878891,125.23402905464172,72.60537207126617,30.635178089141846,29.38937246799469
2050-01-03 11:00:00,10.347389459609985,4.264428377151489,3.807525336742401,7.448680740594864,7.448680740594864,31.607013654708865,3.372482490539551,4.2156031131744385,77.05539464950562,0.7664732933044434,23.290765285491943,1.0089015364646912,1.14296954870224,1.5358972549438477,11.841276276111603,73.28571081161499,69.38678026199341,109.66429710388184,6.904193162918091,21.40837422609329,29.923465561866763,76.76500797271729,111.64963379502296,148.87891006469727,86.63479471206665,36.554765701293945,35.30919551849365
2050-01-03 12:00:00,10.501679509878159,4.3821543693542475,3.9126378297805786,7.623831832408905,7.623831832408905,32.35234267115593,3.422769618034363,4.2784620225429535,79.64895963668823,0.7779021859169006,23.968842029571533,1.0510528564453125,1.175737202167511,1.6285206079483032,12.271684992313386,77.48922109603882,73.13505411148071,114.31692838668823,7.1638184785842896,22.189092767238616,31.51000142097473,80.02184987068176,115.72126194834709,155.75544238090515,90.3103734254837,38.105642795562744,36.068734526634216
2050-01-03 13:00:00,10.216984212398529,4.224854040145874,3.772191107273102,7.312420445680618,7.312420445680618,31.538913536071778,3.329980039596558,4.162475049495697,76.775062084198,0.756813645362854,23.161917328834534,1.0141493558883667,1.144700825214386,1.595240592956543,11.960301864147187,76.27174258232117,72.08609580993652,113.36076557636261,6.871950030326843,22.148117995262144,30.924513387680054,79.35253590345383,115.50756901502609,152.34108793735504,89.55500480532646,37.78692185878754,36.178040504455566
2050-01-03 14:00:00,9.10003513097763,3.800724840164184,3.393504321575165,6.532142078876496,6.532142078876496,28.114335370063785,2.9659373760223393,3.7074217200279236,68.51974129676819,0.6740766763687134,20.62781274318695,0.9027721643447876,1.040562003850937,1.4623008966445923,10.880880129337312,67.95857548713684,63.59531879425049,104.99384701251984,6.383020877838135,20.450760161876676,28.191714262962343,73.49569290876389,106.6554544866085,140.91195058822632,82.94513913989067,34.99794900417328,33.616676926612854
2050-01-03 15:00:00,7.254089802503586,3.0492697238922117,2.722562253475189,5.216310524940491,5.216310524940491,22.514420306682588,2.3642959356307984,2.955369919538498,55.21321892738342,0.537339985370636,16.511369347572327,0.7240139663219453,0.8561118543148041,1.1507529020309448,8.927479028701782,52.08495259284973,46.789345145225525,86.77881360054016,5.439571738243103,16.501598930358885,23.241775631904602,60.74516952037811,86.05966329574585,119.275665640831,68.55526274442673,28.926271200180054,28.35131287574768
2050-01-03 16:00:00,4.582669973373413,1.8305781126022338,1.6344447433948517,3.0565176397562026,3.0565176397562026,14.401654046773912,1.493610954284668,1.867013692855835,36.13402843475342,0.33945703506469727,10.346750020980835,0.4636566936969757,0.5680594593286514,0.6041314005851746,5.835418313741684,28.329911828041077,29.823961853981018,59.794941544532776,3.8929566740989685,9.293527579307556,15.557203888893127,41.85645908117294,48.467900454998016,85.49784642457962,47.23800382018089,19.931647181510925,19.278408586978912
2050-01-03 17:00:00,0.7155907172709703,0.39386594891548155,0.35166602581739426,0.5949748087674379,0.5949748087674379,2.791173315048218,0.2332295671105385,0.2915369588881731,9.127596020698547,0.053006719797849655,1.199180781841278,0.04752539806067944,0.13992884382605553,0.0,0.6628996431827545,3.7484947592020035,9.125058352947235,16.20630919933319,1.5460555255413055,3.2779041305184364,3.668590816855431,11.344416439533234,17.095029819756746,26.39387935400009,12.80298426747322,5.402103066444397,6.119529902935028
2050-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 08:00:00,2.9361232817173004,0.9745884776115417,0.8701682835817337,1.6470879748463632,1.6470879748463632,8.969571255147457,0.9569586992263794,1.1961983740329742,20.2534019947052,0.21749061346054077,7.318539172410965,0.3107713356614113,0.30278974771499634,0.1882278174161911,3.288076362013817,8.219299465417862,9.074873477220535,15.222766622900963,0.9872401505708694,2.7778737127780913,7.456972038745881,10.655936636030674,14.487255290150642,22.33281296491623,12.02598563209176,5.074255540966988,4.577665776014328
